Fecha_publicacion,username,Texto_tuit,nombre_tw,location,description,followers_count,geo_location,PARTIDO_COALICION,ENTIDAD,NOMBRE_CANDIDATO,EDAD
Mon Nov 16 20:06:42 +0000 2020,kathiabolio,"Hoy es un día muy especial para las MUJERES de @AccionNacional nuestra organización femenina @PPMNACIONAL✨ cumple 81 Años, un abrazo a todas las que hemos sido formadas en #PPM y formadoras de más mujeres en política.  @adrixaguilar Vamos por Más! AN https://t.co/jV8R9jcJTN",Kathia Bolio Pinelo,"Mérida, Yucatán","Yucateca, Mamá de 2, Legisladora, causas humanas y sociales mis motivos para servir a MX. Activista en materia de DDHH y Gpos. Vulnerados.",5353,True ,Partido Acción Nacional,NACIONAL,KATHIA MARIA BOLIO PINELO,43
Thu Jan 16 01:43:57 +0000 2020,kathiabolio,💎 Orgullo que se comparte! La calidad de vida de quienes vivimos en estas ciudades es próspera y con desarrollo sostenible para los ciudadanos. Felicito a los Alcaldes PANISTAS mejor evaluados: @RenanBarrera @FYunesMarquez @ChuchoNader @hlsantillana @TereJimenezE @MaruCampos_G https://t.co/KfXxzWM25G,Kathia Bolio Pinelo,"Mérida, Yucatán","Yucateca, Mamá de 2, Legisladora, causas humanas y sociales mis motivos para servir a MX. Activista en materia de DDHH y Gpos. Vulnerados.",5353,True ,Partido Acción Nacional,NACIONAL,KATHIA MARIA BOLIO PINELO,43
Tue Aug 27 02:41:09 +0000 2019,kathiabolio,"Acompañé al Alcalde de Mérida @RenanBarrera a la Sesión Solemne de Cabildo donde rindió su 1er. Informe de Gobierno Municipal, hoy tenemos un ciudad segura, sustentable y ordenada.   ¡Muchas Felicidades Presidente por este año de buen gobierno para todos!   #ElFuturoPintaMejor https://t.co/5JdyzouIHc",Kathia Bolio Pinelo,"Mérida, Yucatán","Yucateca, Mamá de 2, Legisladora, causas humanas y sociales mis motivos para servir a MX. Activista en materia de DDHH y Gpos. Vulnerados.",5353,True ,Partido Acción Nacional,NACIONAL,KATHIA MARIA BOLIO PINELO,43
Thu Jun 13 17:35:33 +0000 2019,kathiabolio,"Mientras la tendencia mundial es cuidar el planeta y medio ambiente, en San Felipe, Yuc. contiúa el #Ecocidio de la Biósfera de Ría Lagartos, relleno de humedales y tala de manglares, santuario del flamenco rosa y 47 aves marinas migratorias entre otras especies. Ccp. @PROFEPA_Mx https://t.co/Pufck8qtSZ",Kathia Bolio Pinelo,"Mérida, Yucatán","Yucateca, Mamá de 2, Legisladora, causas humanas y sociales mis motivos para servir a MX. Activista en materia de DDHH y Gpos. Vulnerados.",5353,True ,Partido Acción Nacional,NACIONAL,KATHIA MARIA BOLIO PINELO,43
Sat Apr 10 21:53:51 +0000 2021,claunaval,"Nada se modifica, si nosotros mismos no participamos para ello. Te invito a participar, tomemos juntas(os) el control y demos click a ser ciudadanía disruptiva ante el retroceso actual en el Desarrollo Sostenible: Social, Educación, Salud, Familia, medioambiente y laboral.",Claudia Nava S.,,"Mi pasión mi profesión,    Mi convicción la Educación.",21,False ,Redes Sociales Progresistas,NACIONAL,CLAUDIA LUCIA NAVA SERRANO,51
Fri Feb 21 23:45:25 +0000 2020,blancaeppenc,Impulsamos reformas a la Ley de Transporte y Movilidad Sustentable y al Código Penal para que se castigue a quienes practiquen el acoso callejero y el ciberacoso. Las mujeres tenemos derecho a vivir en un mundo libre de violencia. #Juntasnoscuidamos #SegundoInforme https://t.co/cZygBbnmqi,Blanca Eppen Canales,"Torreón, Coahuila. México.","Diputada Local por el distrito X en @CongresoDeCoah, militante en @AccionNacional.",136,True ,Partido Acción Nacional,NACIONAL,BLANCA EPPEN CANALES,71
Sun Jun 27 17:26:24 +0000 2021,sapcdpue,"#DíaInternacionalDeLasPersonasSordociegas está conmemoración  llega en 1989 con el natalicio de Hellen Keller activista política, y oradora  🗣️  La sordoceguera afecta tanto la visión como la audición. Recuerda que son personas cómo tú y cómo yo y merecen ser tratadas con respeto https://t.co/RZQ8Kqlq4D",Sria. Discapacidad,,Secretaria de Atención a Personas con Discapacidad PRI Puebla,1005,True ,Partido Revolucionario Institucional,NACIONAL,MARTHA CORONA ESPINOSA,62
Thu Feb 11 23:27:45 +0000 2021,sapcdpue,"La ciencia a contribuido para mejorar la movilidad e independencia de las personas con discapacidad, mayormente cuando intervienen quienes tienen alguna limitación ya sea física o sensorial. La ciencia y la igualdad de género son fundamentales para el desarrollo sostenible. https://t.co/YLJdB6FSuZ",Sria. Discapacidad,,Secretaria de Atención a Personas con Discapacidad PRI Puebla,1005,True ,Partido Revolucionario Institucional,NACIONAL,MARTHA CORONA ESPINOSA,62
Thu Aug 13 16:18:06 +0000 2020,gperomanavila,"¡Cumplimos lo que prometimos! Hoy presentamos una Ley de Aguas con perspectiva humanista, social y sustentable, ¡para garantizar el derecho humano al agua de las y los mexicanos! 💧 https://t.co/vnJOp8lDpX",Guadalupe Román Ávila,"Ecatepec de Morelos, México","Candidata a Diputada Federal de Morena por el Distrito XVII de Ecatepec, Estado de México.",703,True ,Morena,MÉXICO,MARIA GUADALUPE ROMAN AVILA,48
Fri Jul 10 20:00:16 +0000 2020,gperomanavila,"¡El acceso al agua es un derecho humano que será garantizado en la #CuartaTransformación! 🚰 Por un México con bienestar, construimos una Ley con perspectiva humanista, social y sustentable 💧 https://t.co/e1IO3EJCVy",Guadalupe Román Ávila,"Ecatepec de Morelos, México","Candidata a Diputada Federal de Morena por el Distrito XVII de Ecatepec, Estado de México.",703,True ,Morena,MÉXICO,MARIA GUADALUPE ROMAN AVILA,48
Sun Mar 21 00:36:41 +0000 2021,karlamedinacon1,"Cuidar nuestro medio ambiente  es parte de nuestra responsabilidad, mantén limpias tus calles, el ejemplo empieza por cada uno de nosotros. 🙌🏻🙏🏻💪🏻  Gracias a los vecinos de la Colonia Vicente Solís y a Jóvenes Voluntarios por unirse a esta campaña de concientización ambiental 🤝 https://t.co/EnIWcWllM3",Karla Paola Medina,,"Ciudadana. Empresaria. Lic. en Ciencias de la Comunicación, Maestra en Imagen Pública, Productora, Directora de Cine. Activista de las causas sociales.",173,True ,Movimiento Ciudadano,YUCATÁN,KARLA PAOLA MEDINA CONTRERAS,42
Wed Feb 24 13:50:50 +0000 2021,karlamedinacon1,"Hay muchas razones por las que debemos cuidar los árboles, como por ejemplo: ayudan a mantener el medio ambiente sano y hermoso, ayudan a limpiar el aire ya que en el día generan oxígeno y en la noche absorben dióxido de carbono.   Que tengan un maravilloso día!🙌🏻🙏🏻❤️🌳 https://t.co/AysftIlmFX",Karla Paola Medina,,"Ciudadana. Empresaria. Lic. en Ciencias de la Comunicación, Maestra en Imagen Pública, Productora, Directora de Cine. Activista de las causas sociales.",173,True ,Movimiento Ciudadano,YUCATÁN,KARLA PAOLA MEDINA CONTRERAS,42
Sun May 30 16:35:35 +0000 2021,ednasosaj,Gracias por acompañarnos en la reforestación de Lázaro Cárdenas. ¡Vamos a continuar recuperando espacios y protegiendo al medio ambiente con acciones y propuestas! #ElSolSale ☀ #VotaPRD 💛 https://t.co/WEIycv1gKM,Edna Sosa,Tlalnepantla,"Mamá de 2 niños hermosos, preocupada y ocupada en construir un México mejor, más justo y prospero.",822,True ,Partido De La Revolución Democrática,MÉXICO,EDNA VALERIA SOSA JUAREZ,38
Tue Mar 02 23:57:13 +0000 2021,ednasosaj,"Hoy, Morena en el Senado buscará aprobar la #LeyCombustóleo a la mala y sin cambiarle una coma.  Esto significa más energía sucia para México, más contaminación y más cambio climático. AMLO trata de enterrar a las #EnergíasRenovables.",Edna Sosa,Tlalnepantla,"Mamá de 2 niños hermosos, preocupada y ocupada en construir un México mejor, más justo y prospero.",822,True ,Partido De La Revolución Democrática,MÉXICO,EDNA VALERIA SOSA JUAREZ,38
Fri Jan 11 23:01:36 +0000 2019,diegoalanisa,"En 1938 cuando se nacionalizó el Petróleo el pueblo pagó la deuda con gallinas, joyas y donativos. Hoy lo mínimo que tendríamos que aportar es nuestra solidaridad a las acciones del Presidente @lopezobrador_. #YoEstoyConAmlo #YoApoyoLaLuchaVsHuachicol",Diego Alanis,"Azcapotzalco, Distrito Federal",Politológo FCPyS Originario de Azcapotzalco.,1174,False ,Morena,NACIONAL,DIEGO ALANIS AGUILAR,26
Thu Apr 08 22:24:30 +0000 2021,dansantosmx,"Yo les pediría a todas las candidatas y candidatos que lo son en virtud de acciones afirmativas (indígenas, afrodescendientes, LGBTs, etc.) a que se comprometan públicamente a no generar más basura y contaminación: CERO BASURA, CERO DESECHOS, no a la contaminación y el derroche.",Dan Santos,"Monterrey, México","Comunicador, que no periodista.  Graduado en Ciencias Jurídicas.  Política y DDHH con una pizca de memes y herejías.",4660,True ,Partido De La Revolución Democrática,NUEVO LEÓN,DANIEL SANTOS RODRIGUEZ,43
Wed Mar 28 21:05:10 +0000 2018,es_iztacalco,"El jefe de Gobierno de la CDMX, Miguel Ángel Mancera, anunció que el 15 de abril próximo comenzará a funcionar el corredor Auditorio-Reforma-Santa Fe, con unidades para 90 y 120 pasajeros que permitirán una reducción de emisiones de hasta 90 por ciento.  https://t.co/XXyeIcogkY",Emilio Serrano,,,499,True ,Fuerza Por México,CIUDAD DE MÉXICO,EMILIO SERRANO JIMENEZ,63
Mon Mar 26 21:10:09 +0000 2018,es_iztacalco,La Comisión Ambiental de la Megalópolis (#CAMe) confirmó que la información sobre los cambios en el programa Hoy No Circula que circula en redes sociales. Es falsa. Cualquier modificación sería anunciada por medios oficiales.   https://t.co/5R81kogf46,Emilio Serrano,,,499,True ,Fuerza Por México,CIUDAD DE MÉXICO,EMILIO SERRANO JIMENEZ,63
Thu Dec 14 22:44:13 +0000 2017,es_iztacalco,La Comisión Ambiental de la Megalópolis activó la Fase 1 de contingencia ambiental en la Zona Noreste del Valle de México ya que se registró un valor máximo de 162 puntos del Índice de Calidad del Aire. El Programa Hoy No Circula aplica de manera normal.  https://t.co/6T3KaVcUBI,Emilio Serrano,,,499,True ,Fuerza Por México,CIUDAD DE MÉXICO,EMILIO SERRANO JIMENEZ,63
Wed Nov 29 03:45:08 +0000 2017,es_iztacalco,Iztacalco y Tláhuac presentan índices de contaminación superiores a los 100 puntos imeca.   https://t.co/SgPtUd0Iny,Emilio Serrano,,,499,True ,Fuerza Por México,CIUDAD DE MÉXICO,EMILIO SERRANO JIMENEZ,63
Tue Apr 27 16:40:10 +0000 2021,javier_hidalgo,"Como arquitecto y urbanista, entiendo la importancia del desarrollo inmobiliario con una visión sustentable y sostenible. Por ello, en la reunión con la Asociación de Desarrolladores Inmobiliarios, ofrecí ser el puente entre el Congreso y la inversión en este ramo. https://t.co/tuPYwdoRjY",Javier Hidalgo,Ciudad de México DF,Arquitecto Ciclista Morena de ♥️ Diputado Federal,18933,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,JAVIER ARIEL HIDALGO PONCE,61
Mon Mar 29 02:01:36 +0000 2021,javier_hidalgo,"Gran gusto ver al Presidente @lopezobrador_ en #CuatroCiénegas atendiendo tema del agua. Justo hace un año, la presidenta municipal @YolandaCantuM1, ambientalistas y cientific@s como Valeria Souza y Arnold Ricalde nos convocaron en busca de ayuda. La 4T es ambientalista o no será https://t.co/ux4TXON9LG https://t.co/yhqmT1WLUr",Javier Hidalgo,Ciudad de México DF,Arquitecto Ciclista Morena de ♥️ Diputado Federal,18933,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,JAVIER ARIEL HIDALGO PONCE,61
Fri Mar 19 16:42:58 +0000 2021,javier_hidalgo,"@YuririaSierra Estimada @YuririaSierra en 1933 EEUU iba saliendo de la crisis del 29, les obsequias una increíble clarividencia, pero afirmar que motivación del presidente Cárdenas para expropiar el petróleo fue por órdenes de EEUU es absurdo.  Esas historias falsas no van con tu profesión.",Javier Hidalgo,Ciudad de México DF,Arquitecto Ciclista Morena de ♥️ Diputado Federal,18933,True ,Juntos Hacemos Historia,CIUDAD DE MÉXICO,JAVIER ARIEL HIDALGO PONCE,61
Thu Apr 22 14:19:37 +0000 2021,loreniavalles,"La colonia Ladrilleras es un lugar que quiero mucho, ahí comencé mi activismo social hace más de 20 años.   Mi fórmula para contribuir al cambio verdadero ha sido obedecer, porque la que manda es la gente. https://t.co/mQfxdSD7x1",Lorenia Valles,"Hermosillo, Sonora",Sonorense • Madre y esposa • Obradorista y 4T • Candidata a diputada federal Dtto. 3 Hermosillo Norte • Soy @DiputadosMorena • Escribo en @ElSolHermosillo,6990,True ,Juntos Hacemos Historia,SONORA,LORENIA IVETH VALLES SAMPEDRO,44
Tue Dec 08 20:32:30 +0000 2020,loreniavalles,"Hoy aprobamos la reforma a la Ley General del Equilibrio Ecológico y la Protección al Ambiente, para incorporar los términos ""contaminación lumínica"" y ""luz intrusa"", y así impulsar una política de prevención, reducción y control de la contaminación lumínica en la atmósfera. 1/2 https://t.co/2OdCqkQe2e",Lorenia Valles,"Hermosillo, Sonora",Sonorense • Madre y esposa • Obradorista y 4T • Candidata a diputada federal Dtto. 3 Hermosillo Norte • Soy @DiputadosMorena • Escribo en @ElSolHermosillo,6990,True ,Juntos Hacemos Historia,SONORA,LORENIA IVETH VALLES SAMPEDRO,44
Sun Nov 15 21:58:48 +0000 2020,loreniavalles,@KarlaMaEstrella @sergiozaragoza @ClaudiaPavlovic @gobiernosonora ¿Cuáles son las acciones que ha hecho el gobierno del estado en materia ambiental? También tiene atribuciones.,Lorenia Valles,"Hermosillo, Sonora",Sonorense • Madre y esposa • Obradorista y 4T • Candidata a diputada federal Dtto. 3 Hermosillo Norte • Soy @DiputadosMorena • Escribo en @ElSolHermosillo,6990,True ,Juntos Hacemos Historia,SONORA,LORENIA IVETH VALLES SAMPEDRO,44
Sat Nov 14 03:43:32 +0000 2020,loreniavalles,"Jornada de Limpieza y Reforestación en la Col. Villa Verde.  🌳 🌎   Hoy me acompañó Moises a plantar árboles, él es un niño de 7 años que cuida su planeta. 🧒🏻🌿 https://t.co/SRuuOeRXiy",Lorenia Valles,"Hermosillo, Sonora",Sonorense • Madre y esposa • Obradorista y 4T • Candidata a diputada federal Dtto. 3 Hermosillo Norte • Soy @DiputadosMorena • Escribo en @ElSolHermosillo,6990,True ,Juntos Hacemos Historia,SONORA,LORENIA IVETH VALLES SAMPEDRO,44
Wed Feb 17 23:57:36 +0000 2021,julioc_moreno,"La plantas y flores que dan vida a las áreas verdes de nuestra alcaldía, son cultivadas con gran dedicación en nuestro invernadero. Es una herramienta provechosa para embellecer de manera sustentable parques, plazas y camellones. 🌳🍃🌺  #JCM  #ProtégeteYProtegeALosDemás https://t.co/E9MMdjpc2Y",JULIO CESAR MORENO,MEXICO,Hombre comprometido por mejorar la calidad de vida de los habitantes de Venustiano Carranza. Diputado Federal Electo.,19220,True ,Morena,NACIONAL,JULIO CESAR MORENO RIVERA,50
Wed Jun 03 21:18:43 +0000 2020,julioc_moreno,"#DíaMundialDeLaBicicleta 🚲  La bicicleta es un medio de transporte sustentable y por ser personal, es ideal para realizar trayectos cortos en esta contingencia sanitaria por #Covid19.  #QuédateEnCasa https://t.co/3nME4FIKJL",JULIO CESAR MORENO,MEXICO,Hombre comprometido por mejorar la calidad de vida de los habitantes de Venustiano Carranza. Diputado Federal Electo.,19220,True ,Morena,NACIONAL,JULIO CESAR MORENO RIVERA,50
Tue Jun 08 15:47:24 +0000 2021,karrojodelavega,"#DiaMundialdelosOceanos 2021, un año en el que a su vez arrancamos una década de desafíos para lograr el Objetivo de Desarrollo Sostenible 14: “Conservar y utilizar de manera sostenible los océanos, los mares y los recursos marinos” de cara a #2030 https://t.co/I5WYBVfdOO",Karla Rojo de la Vega Mota Velasco,Miguel Hidalgo,Escritora y artista Secretaria General Nacional de @FuerzaXMexico. Maestra en Administración Pública  Humanista #PolíticaConsciente,4283,True ,Fuerza Por México,NACIONAL,KARLA ROJO DE LA VEGA MOTA VELASCO,36
Sun May 23 20:57:37 +0000 2021,karrojodelavega,"Caminta en #Acala, #Chiapas con @fuerzaxmexico, Vicente Coello, nuestro candidato más joven con 18 años, activista en favor de los derechos humanos.   Necesitamos cambiar el poder de generación! Ya chole@con lo mismo de siempre #FuerzaXChiapas @janetovando https://t.co/Ef3w6YmpK4",Karla Rojo de la Vega Mota Velasco,Miguel Hidalgo,Escritora y artista Secretaria General Nacional de @FuerzaXMexico. Maestra en Administración Pública  Humanista #PolíticaConsciente,4283,True ,Fuerza Por México,NACIONAL,KARLA ROJO DE LA VEGA MOTA VELASCO,36
Mon May 03 20:04:52 +0000 2021,karrojodelavega,Hoy Día de la Santa Cruz con nuestr@s candidat@s de @fuerzaxmexico en una caminata y ceremonia por el #agua. El cuidado de la biodiversidad es FUNDAMENTAL para el partido. #Chiapas @gerislas https://t.co/4QsN6Y7sn9,Karla Rojo de la Vega Mota Velasco,Miguel Hidalgo,Escritora y artista Secretaria General Nacional de @FuerzaXMexico. Maestra en Administración Pública  Humanista #PolíticaConsciente,4283,True ,Fuerza Por México,NACIONAL,KARLA ROJO DE LA VEGA MOTA VELASCO,36
Tue Mar 30 15:12:16 +0000 2021,karrojodelavega,¡Enzo y #KarlaXMexico!   Recorriendo las calles con mi mejor amigo.   Desde hace muchos años me he comprometido a trabajar por la biodiversidad y por la búsqueda de la dignidad y respeto de la biodiversidad. #MigueHidalgo #CDMX #VotoRosa @FXMCDMX @fuerzaxmexico https://t.co/itzPxr8F4q,Karla Rojo de la Vega Mota Velasco,Miguel Hidalgo,Escritora y artista Secretaria General Nacional de @FuerzaXMexico. Maestra en Administración Pública  Humanista #PolíticaConsciente,4283,True ,Fuerza Por México,NACIONAL,KARLA ROJO DE LA VEGA MOTA VELASCO,36
Wed Jan 20 00:09:00 +0000 2021,karrojodelavega,"Dando seguimiento a la agenda #2030 para el desarollo sostenible de la @ONU_es, les armé este vídeo #CDMX https://t.co/UJsYsHtYV7",Karla Rojo de la Vega Mota Velasco,Miguel Hidalgo,Escritora y artista Secretaria General Nacional de @FuerzaXMexico. Maestra en Administración Pública  Humanista #PolíticaConsciente,4283,True ,Fuerza Por México,NACIONAL,KARLA ROJO DE LA VEGA MOTA VELASCO,36
