usuario	tuit_es	tuit_en	sentiment	emoji
 PTnacionalMX	" Hoy, la humanidad agotó los recursos naturales destinados para todo el 2020.  En el Día de la #Sobrecapacidad de la Tierra, recordamos que el planeta y su biodiversidad nos dan la vida y el sustento, y es obligación nuestra la conservación de sus recursos  https://t.co/ylQHMU6qmr
"	"Today, humanity exhausted the natural resources destined for all of 2020. On Earth's #Overcapacity Day, we remember that the planet and its biodiversity give us life and sustenance, and it is our obligation to conserve its resources https : //t.co/ylQHMU6qmr
"	0	😐
 PTnacionalMX	" Los cubrebocas y guantes que son artículos de primera necesidad contra el #Covid_19, están llegando a los océanos y podrían convertirse en foco de contaminación.  Separar los residuos sanitarios y desecharlos adecuadamente, evitará que se conviertan ahora en una crisis ambiental. https://t.co/IpYgFnn6uN
"	"The face masks and gloves that are essential items against # Covid_19, are reaching the oceans and could become a source of contamination. Separating medical waste and disposing of it properly will prevent it from becoming an environmental crisis now. https://t.co/IpYgFnn6uN
"	-1	😠
 PTnacionalMX	" El uso masivo de #cubrebocas para mitigar la propagación del #COVID__19 podría representar riesgos para la salud humana y del medio ambiente.  Deséchalos de manera segura y adecuada para evitar que sean un foco de infección y de contaminación.  #CuidarteEsCuidarnos https://t.co/q1ehC5FY9d
"	"The massive use of #covers to mitigate the spread of # COVID__19 could pose risks to human health and the environment. Dispose of them safely and properly to prevent them from being a source of infection and contamination. #CuidarteEsCuidarnos https://t.co/q1ehC5FY9d
"	1	😀
 PTnacionalMX	" La lucha de las mujeres en nuestro país siempre será inagotable. La historia nos da cuenta de la pugna por sus derechos y libertades.  María Luisa Ocampo Heredia es una de ellas, escritora, dramaturga y activista promotora del voto femenino, quien #UnDíaComoHoy falleció en 1974. https://t.co/tSfvXU8agd
"	"The struggle of women in our country will always be inexhaustible. History tells us about the struggle for their rights and freedoms. María Luisa Ocampo Heredia is one of them, a writer, playwright and activist promoting the female vote, who # UnDíaComoHoy died in 1974. https://t.co/tSfvXU8agd
"	-1	😠
 PTnacionalMX	" El derrame de tóxicos en el #RíoSonora ocasionó un daño a los ecosistemas y a la salud de la población.  A 6 años de este desastre ambiental, seguiremos pugnando para resarcir el daño y se haga justicia a las comunidades afectadas.  https://t.co/DYlPrHNraq
"	"The toxic spill in the # RíoSonora caused damage to ecosystems and the health of the population. Six years after this environmental disaster, we will continue to fight to compensate the damage and do justice to the affected communities. https://t.co/DYlPrHNraq
"	-1	😠
 PTnacionalMX	" México es uno de los países más ricos con ecosistemas y biodiversidad a nivel global.  En el Día Internacional de Conservación del Ecosistema de #Manglares recordamos su importancia en la lucha contra el #CambioClimático Aportemos a la vida y al cuidado del medio ambiente🌎 https://t.co/UE2d14H1tt
"	"Mexico is one of the richest countries with ecosystems and biodiversity on a global level. On the International Day for the Conservation of the #Manglares Ecosystem, we remember its importance in the fight against #ClimateChange Let's contribute to life and care for the environment🌎 https://t.co/UE2d14H1tt
"	1	😀
 PTnacionalMX	" Cubrebocas, guantes y otros materiales sanitarios contra el #COVIDー19 están contaminando y poniendo en peligro la biodiversidad de nuestros mares.  Asumamos una responsabilidad compartida con el planeta🌎; asegúrate de separar y desechar adecuadamente los residuos sanitarios♻️ https://t.co/EdHwBoFEkV
"	"Mouth covers, gloves and other sanitary materials against #COVID ー 19 are polluting and endangering the biodiversity of our seas. Let's assume a shared responsibility with the planet🌎; be sure to properly separate and dispose of sanitary waste♻️ https://t.co/EdHwBoFEkV
"	1	😀
 PTnacionalMX	" El capitalismo ha sido salvaje con la Madre Tierra, producto de la sobreexplotación de recursos del planeta.  En el Día Mundial de Lucha contra la #Desertificación y la #Sequía fomentemos el equilibrio entre el hombre y la naturaleza, que siembre la biodiversidad y la vida 🍃🌳 https://t.co/zeEZlVTB88
"	"Capitalism has been savage with Mother Earth, a product of the overexploitation of the planet's resources. On the World Day to Combat #Desertification and #Drought, let's promote the balance between man and nature, which sows biodiversity and life 🍃🌳 https://t.co/zeEZlVTB88
"	-1	😠
 PTnacionalMX	" Los cubrebocas, guantes y residuos sanitarios por el #Covid_19 se están sumando a la contaminación del medio ambiente.  Si desechamos adecuadamente estos materiales, evitaremos una nueva fuente de contaminación en nuestro planeta 🌎♻️  #CuidemonosEntreTodos https://t.co/w0hY50oXwD
"	"Face masks, gloves and sanitary waste due to # Covid_19 are adding to the contamination of the environment. If we dispose of these materials properly, we will avoid a new source of contamination on our planet 🌎♻️ #CuidemonosEntreTodos https://t.co/w0hY50oXwD
"	-1	😠
 PTnacionalMX	" La pandemia del #COVIDー19 ha puesto en evidencia que la actividad humana ha alterado y degradado los ecosistemas  El mensaje es claro: Cuidar el medio ambiente, los recursos naturales, la biodiversidad y la vida también es nuestra responsabilidad🌎🍃  #DíaMundialDelMedioAmbiente https://t.co/r5rFUwewe7
"	"The #COVID ー 19 pandemic has shown that human activity has altered and degraded ecosystems The message is clear: Caring for the environment, natural resources, biodiversity and life is also our responsibility🌎🍃 # DíaMundialDelMedioAmbiente https: //t.co/r5rFUwewe7
"	1	😀
 PTnacionalMX	" Durante esta contingencia la bicicleta es una alternativa propicia para mantener la movilidad con #SanaDistancia, además de contribuir a la lucha contra el cambio climático y disminución de la contaminación 🌎  #DiaMundialDeLaBicicleta https://t.co/UJMMReSWNJ
"	"During this contingency, the bicycle is a favorable alternative to maintain mobility with #SanaDistancia, as well as contributing to the fight against climate change and reducing pollution 🌎 #DiaMundialDeLaBicycle https://t.co/UJMMReSWNJ
"	1	😀
 PTnacionalMX	" El Día Internacional de la Diversidad Biológica es un buen momento para reconciliarnos con la naturaleza: la conservación de nuestros ecosistemas y sus recursos son irremplazables.   El bienestar de todos depende de una #biodiversidad saludable.  #BiodiversityDay https://t.co/wBP5grB0Sc
"	"The International Day for Biological Diversity is a good time to reconcile with nature: the conservation of our ecosystems and their resources are irreplaceable. The well-being of all depends on a healthy #biodiversity. #BiodiversityDay https://t.co/wBP5grB0Sc
"	1	😀
 PTnacionalMX	" En tiempos de #Covid_19mx y aislamiento social, la naturaleza reconquista sus espacios con un llamado de atención a la humanidad: vivir de forma integral y en armonía.  iEl cuidado del medio ambiente y su biodiversidad también es responsabilidad de todos!  #DiaDeLaTierra https://t.co/SvyuKYt1lj
"	"In times of # Covid_19mx and social isolation, nature reconquers its spaces with a call to humanity: live comprehensively and in harmony. Caring for the environment and its biodiversity is also everyone's responsibility! #DiaDeLaTierra https://t.co/SvyuKYt1lj\n
"	1	😀
 PTnacionalMX	" Al ampliarse la Jornada Nacional de #SanaDistancia, colaboremos en hacer un uso eficiente y sustentable del agua💧  #QuédateEnCasa y procura cuidarla, ya que es clave para enfrentar al #Covid_19   iPrivilegiemos la higiene en estos momentos de emergencia sanitaria!  #BuenViernes https://t.co/vLHduSpEpi
"	"By expanding the National Day of #SanaDistancia, let us collaborate in making efficient and sustainable use of water💧 # StayAtHome and try to take care of it, since it is key to face # Covid_19 iPprivilege hygiene in these moments of sanitary emergency! #Good Friday https://t.co/vLHduSpEpi\n
"	1	😀
 PTnacionalMX	" Siempre una necesidad, hoy una urgencia en medio de la crisis por el #COVIDー19   Valoremos nuestros recursos hídricos y tomemos conciencia sobre el uso sostenible del agua para proteger nuestra salud.   #covid_19mexico   #DiaMundialdelAgua https://t.co/rGUddn1VQE
"	"Always a necessity, today an urgency in the midst of the crisis due to #COVID ー 19 Let us value our water resources and raise awareness about the sustainable use of water to protect our health. # covid_19mexico #DiaMundialdelAgua https://t.co/rGUddn1VQE\n
"	0	😐
 PTnacionalMX	" La #ExpropiaciónPetrolera es la lucha que devolvió la tierra y el petróleo a los mexicanos 🇲🇽  Es el gran triunfo de los trabajadores por condiciones dignas laborales, y nuestro deber es seguir siendo los constructores del cambio para consolidar la transformación de México. https://t.co/4oAlcENFhi
"	"The #ExpropiaciónPetrolera is the fight that returned the land and oil to the Mexicans 🇲🇽 It is the great triumph of the workers for decent working conditions, and our duty is to continue being the builders of change to consolidate the transformation of Mexico. https://t.co/4oAlcENFhi\n
"	1	😀
 PTnacionalMX	" Hay situaciones emergentes como el #COVIDー19mx que pueden prevenirse atendiendo las recomendaciones sanitarias, mientras otras avanzan aceleradamente.  La crisis ambiental en el planeta a causa del cambio climático tampoco se debe perder de vista.  https://t.co/97Zz14NnzP
"	"There are emerging situations such as #COVID ー 19mx that can be prevented by attending to health recommendations, while others advance rapidly. The environmental crisis on the planet due to climate change should not be lost sight of either. https://t.co/97Zz14NnzP\n
"	-1	😠
 PTnacionalMX	" El neoliberalismo alienta la crisis ambiental global con líderes empeñados en el saqueo de la naturaleza.  Existe una #EmergenciaClimática y la protección del medio ambiente es responsabilidad de todos y una lucha prioritaria.   #PTrabajemosJuntos  https://t.co/tukQzfIat9
"	"Neoliberalism fuels the global environmental crisis with leaders bent on looting nature. There is a #ClimateEmergency and the protection of the environment is everyone's responsibility and a priority fight. #PTrabajemosJuntos https://t.co/tukQzfIat9\n
"	-1	😠
 PTnacionalMX	" Hace 5 años ocurrió el peor desastre ambiental y no hubo consecuencias.  En el Partido del Trabajo demandamos un castigo ejemplar al responsable del ecocidio y el resarcimiento de los daños a la comunidad sonorense y su biodiversidad.  #ElPTestáDeTuLado  https://t.co/AoDvyG49Nb
"	"5 years ago the worst environmental disaster occurred and there were no consequences. In the Labor Party we demand an exemplary punishment to the person responsible for the ecocide and compensation for the damages to the Sonoran community and its biodiversity. # ElPTisDeTuLado https://t.co/AoDvyG49Nb\n
"	-1	😠
 PTnacionalMX	" En 2019 concluye una década de calor extraordinario, con el derretimiento de glaciares y aumento en el nivel del mar que pone en riesgo a 680 millones de personas que viven en zonas costeras.  No podemos seguir negando el #CambioClimático. Es #TiempoDeActuar  #COP25 https://t.co/2uiKlqRpsE
"	"2019 concludes a decade of extraordinary heat, with the melting of glaciers and rising sea levels that put 680 million people living in coastal areas at risk. We cannot continue to deny #ClimateChange. It is #TiempoDeActuar # COP25 https://t.co/2uiKlqRpsE\n
"	0	😐
 PTnacionalMX	" Los jóvenes han tomado la palabra, y la iniciativa, en la #COP25 para llamar la atención sobre el #CambioClimático 🌎  El Partido del Trabajo hace un llamado a afrontar esta realidad con corresponsabilidad, para reducir las emisiones   #TiempoDeActuar  https://t.co/XsvRQ5pcMQ
"	"Young people have taken the floor, and the initiative, at # COP25 to draw attention to the #ClimateChange 🌎 The Labor Party calls to face this reality with co-responsibility, to reduce emissions #TiempoDeActuar https: // t .co / XsvRQ5pcMQ \ n
"	1	😀
 PTnacionalMX	" El Partido del Trabajo manifiesta su compromiso con la justicia social, ambiental y de género.  Seguiremos trabajando para garantizar el bienestar de los y las mexicanas, y de nuestra casa común, el planeta tierra 🌎  #TiempoDeActuar #ElPTestáDeTuLado https://t.co/ikOfAgWKHs
"	"The Labor Party expresses its commitment to social, environmental and gender justice. We will continue working to guarantee the well-being of Mexican men and women, and of our common home, planet earth 🌎 #TiempoDeActuar # ElPTestáDeTuLado https://t.co/ikOfAgWKHs\n
"	1	😀
 PTnacionalMX	" El gobierno de facto perfila ""falsos judiciales"" para anular el activismo de los líderes progresistas.  Desde el Partido del Trabajo condenamos la persecución política en contra del hermano @evoespueblo y le expresamos nuestra solidaridad 🇧🇴  #ElPTconEvo  https://t.co/oEhi775bTk
"	"The de facto government profiles ""false judicial"" to quash the activism of progressive leaders. From the Labor Party we condemn the political persecution against brother @evoespueblo and we express our solidarity 🇧🇴 #ElPTconEvo https://t.co/oEhi775bTk\n
"	1	😀
 PTnacionalMX	" Desde el Partido del Trabajo condenamos el ecocidio impulsado por el capitalismo y nos sumamos a la movilización global por el planeta para garantizar a las futuras generaciones un mundo lleno de vida.   #ClimateStrike https://t.co/EeOtgVrHff
"	"From the Labor Party we condemn the ecocide promoted by capitalism and we join the global mobilization for the planet to guarantee future generations a world full of life. #ClimateStrike https://t.co/EeOtgVrHff\n
"	1	😀
 PTnacionalMX	" Desde el Partido del Trabajo condenamos las políticas que, auspiciadas por el neoliberalismo, provocan un ecocidio en Brasil y arrasan con los derechos de los pueblos originarios.   https://t.co/JS2rbHglV5
"	"From the Labor Party we condemn the policies that, sponsored by neoliberalism, provoke an ecocide in Brazil and destroy the rights of native peoples. https://t.co/JS2rbHglV5\n
"	-1	😠
 PTnacionalMX	" El aumento en el nivel del mar y el dióxido de carbono son los más altos desde hace 3 millones de años.  Esto implica un impacto mayor en el #CambioClimático, por lo que es urgente tomar medidas efectivas para garantizar el futuro del planeta 🌎  https://t.co/ApuAU7DrvK
"	"Sea level rise and carbon dioxide are the highest in 3 million years. This implies a greater impact on #ClimateChange, so it is urgent to take effective measures to guarantee the future of the planet 🌎 https://t.co/ApuAU7DrvK\n
"	1	😀
 PTnacionalMX	" Estados Unidos es el segundo mayor emisor de contaminantes y su retirada del #AcuerdoDeParís es demoledora para evitar que la temperatura global aumente. https://t.co/l2jYM1uqIx
"	"The United States is the second largest emitter of pollutants and its withdrawal from the # Paris Agreement is devastating to prevent the global temperature from rising. https://t.co/l2jYM1uqIx\n
"	1	😀
 PTnacionalMX	" En el Día Mundial de la #Ciencia para la #Paz y el Desarrollo, debemos recordar que la ciencia es imprescindible para resolver los desafíos económicos, sociales y medioambientales, para lograr un desarrollo sostenible en armonía con la naturaleza. https://t.co/szP8XmU8mE
"	"On World #Science Day for #Peace and Development, we must remember that science is essential to solve economic, social and environmental challenges, to achieve sustainable development in harmony with nature. https://t.co/szP8XmU8mE\n
"	1	😀
 PTnacionalMX	" Con el derretimiento de glaciares a un ritmo sin precedentes, el #CambioClimático se ha convertido en un desafío global para la humanidad y la única forma de mitigar sus daños es emprendiendo acciones conjuntas contra la contaminación del planeta.  https://t.co/sBnnUrxvZI
"	"With glaciers melting at an unprecedented rate, #ClimateChange has become a global challenge for humanity and the only way to mitigate its damage is by taking joint action against the pollution of the planet. https://t.co/sBnnUrxvZI\n
"	-1	😠
 PTnacionalMX	" Los ecosistemas forestales son los mejores aliados para mitigar el #CambioClimático. En el #DíaMundialDeLasCiudades apoyemos la siembra de árboles nativos, ya que regulan la temperatura y son una opción para contribuir a tener una ciudad más sostenible. #PTrabajemosJuntos https://t.co/0u2Wkoj0XC
"	"Forest ecosystems are the best allies to mitigate #ClimateChange. On # WorldCitiesDay, let's support the planting of native trees, as they regulate temperature and are an option to contribute to a more sustainable city. #PTrabajemosJuntos https://t.co/0u2Wkoj0XC\n
"	1	😀
 PTnacionalMX	" A escala mundial el 90% de la población vive en zonas con contaminación atmosférica.En el #PT consideramos que para combatir este problema, se debe mejorar el sistema movilidad de las ciudades, así como la reducción en el consumo y producción de plásticos #DíaMundialDeLasCiudades https://t.co/mJ6aLcg9K7
"	"On a global scale, 90% of the population lives in areas with air pollution. In the #PT we believe that to combat this problem, the mobility system of cities must be improved, as well as the reduction in the consumption and production of plastics # WorldCitiesDay https://t.co/mJ6aLcg9K7\n
"	-1	😠
 JavierHerreraMx	" Respecto al Decreto por el que se ordena la extinción de los #fideicomisos públicos, ¿acierto o desatino de la administración actual?  GooglePodcasts: https://t.co/dmsFwZGaw0  ApplePodcasts: https://t.co/YgcinV8LoJ  Spotify: https://t.co/qEsy4PheK0 https://t.co/3m2cx2Aykg
"	"Regarding the Decree ordering the extinction of #public trusts, is the current administration right or wrong? GooglePodcasts: https://t.co/dmsFwZGaw0 ApplePodcasts: https://t.co/YgcinV8LoJ Spotify: https://t.co/qEsy4PheK0 https://t.co/3m2cx2Aykg\n
"	0	😐
 JavierHerreraMx	" OPINIÓN | Es incuestionable que a partir de la aparición del coronavirus, y como resultado el confinamiento social, se ha presentado la mayor caída en las emisiones contaminantes atmosféricas en la historia contemporánea. https://t.co/QVauQJ1scZ
"	"OPINION | It is unquestionable that since the appearance of the coronavirus, and as a result of social confinement, there has been the largest drop in atmospheric pollutant emissions in contemporary history. https://t.co/QVauQJ1scZ\n
"	-1	😠
 JavierHerreraMx	" Cápsula Jurídica. El derecho a la Educación Ambiental: https://t.co/lFBDgk4jfr https://t.co/tngYFskLtd
"	"Legal Capsule. The right to Environmental Education: https://t.co/lFBDgk4jfr https://t.co/tngYFskLtd\n
"	1	😀
 JavierHerreraMx	" Este día participo en la mesa de ponentes del Foro de Desarrollo Urbano Sustentable, agradezco la invitación.   Nos vemos 11:00 am / Zoom   ID de reunión: 455 529 4440 Contraseña: 090620  #DíaMundialDelMedioAmbiente https://t.co/0LJwoBFyxk
"	"This day I participate in the panel of speakers of the Sustainable Urban Development Forum, I appreciate the invitation. See you 11:00 am / Zoom Meeting ID: 455 529 4440 Password: 090620 # DíaMundialDelMedioAmbiente https://t.co/0LJwoBFyxk\n
"	1	😀
 JavierHerreraMx	" ¿En verdad tenemos conciencia de la magnitud del #cambioclimático, de la contaminación ambiental y de sus consecuencias? #COP25  Mi columna publicada hoy en ⁦@ElDictamen⁩  https://t.co/vlQhAeNXNi
"	"Are we really aware of the magnitude of #climatic change, of environmental pollution and its consequences? # COP25 My column published today in \ u2066 @ ElDictamen \ u2069 https://t.co/vlQhAeNXNi\n
"	0	😐
 JavierHerreraMx	" ~@jairbolsonaro se ha convertido en el principal villano ambiental de nuestra época...~  ▶️ Va el audio:   Spotify: https://t.co/INz4i9mwwK  iTunes: https://t.co/v6KPJFnVlY  En línea: https://t.co/OK5KQQkSVB   #Amazonas
"	"~ @ jairbolsonaro has become the main environmental villain of our time ... ~ ▶ ️ Audio goes: Spotify: https://t.co/INz4i9mwwK iTunes: https://t.co/v6KPJFnVlY Online: https : //t.co/OK5KQQkSVB #Amazonas\n
"	-1	😠
 gisellehdezgar	" Derecho humano a la mitigación de desastres https://t.co/eHPezJQqJK
"	"Human right to disaster mitigation https://t.co/eHPezJQqJK\n
"	-1	😠
 Mzavalagc	" El Niño Dios te escrituró un establo y los veneros del petróleo el diablo. #LopezVelarde100Anos
"	"El Niño Dios wrote you a stable and the devil's oil poisons. # LopezVelarde100Anos\n
"	-1	😠
 angelandariego1	" Participe en la comparecencia del Lic. Samuel Gurrion Matías, Secretario de  Medio Ambiente, Energías y Desarrollo Sustentable, ante la Comisión de Medio Ambiente que preside la Diputada Victoria Cruz Villar. https://t.co/c9vh2s4pJn
"	"Participate in the appearance of Lic. Samuel Gurrion Matías, Secretary of the Environment, Energy and Sustainable Development, before the Environment Commission chaired by Deputy Victoria Cruz Villar. https://t.co/c9vh2s4pJn\n
"	1	😀
 GabyEvia	" Nuestras propuestas de agenda ambiental 💫 @fuerzaxmexico https://t.co/st1iMBB7dR
"	"Our proposals for the environmental agenda 💫 @fuerzaxmexico https://t.co/st1iMBB7dR\n
"	-1	😠
 GabyEvia	" ¡Gracias por el espacio! Desde @fuerzaxmexico asumimos el compromiso de impulsar una agenda ambiental del tamaño de la crisis climática que vivimos. Conozcan nuestras propuestas y súmense a nuestras actividades de activismo ambiental en todo el país 💚 https://t.co/bviGHLFHoP
"	"Thanks for the space! From @fuerzaxmexico we assume the commitment to promote an environmental agenda the size of the climate crisis we are experiencing. Learn about our proposals and join our environmental activism activities throughout the country 💚 https://t.co/bviGHLFHoP\n
"	1	😀
 GabyEvia	" Hoy en el #DiaDeLaTierra se sienta un precedente importantísimo. La nueva carrera mundial por encabezar la revolución sostenible entre las naciones más poderosas ya es una realidad #climatesummit
"	"Today in #DiaDeLaTierra a very important precedent is set. The new global race to lead the sustainable revolution among the most powerful nations is already a reality #climatesummit\n
"	1	😀
 GabyEvia	" Hay un nuevo movimiento ciudadano que se llama Juntos por el Planeta, en el que gente muy picuda comparte tips, información y actividades para ayudar a la banda a hacer cambios en sus estilos de vida y generar más conciencia ambiental 💚🌎 ¡A apoyar y sumar! https://t.co/Uc7jCbo4Xf
"	"There is a new citizen movement called Together for the Planet, in which very peaked people share tips, information and activities to help the band make changes in their lifestyles and generate more environmental awareness 💚🌎 To support and Add! https://t.co/Uc7jCbo4Xf\n
"	1	😀
 GabyEvia	" El partido que tanta falta le hacía a este país 💚😍 tenemos el compromiso de impulsar una agenda ambiental seria y construida con la sociedad civil #fuerzamexicoambiental https://t.co/knVHVnoG15
"	"The party that this country lacks so much 💚😍 we are committed to promoting a serious environmental agenda built with civil society #fuerzamexicoambiental https://t.co/knVHVnoG15\n
"	1	😀
 GabyEvia	" Gran esfuerzo de sociedad civil con acciones concretas para la reactivación económica post COVID  con una visión de desarrollo sostenible https://t.co/o2g0jywgwu
"	"Great effort by civil society with concrete actions for post-COVID economic reactivation with a vision of sustainable development https://t.co/o2g0jywgwu\n
"	1	😀
 GabyEvia	" 🦚 REFORESTACIÓN VIRTUAL ECTÁGONO🦚  Se crearon 25 empleos verdes para mujeres en reinserción social con @reinserta y personas que perdieron su trabajo por la contingencia. Los árboles adoptados van a mejorar la vida… https://t.co/Pano9Dedud
"	"🦚 VIRTUAL REFORESTATION ECTÁGONO🦚 25 green jobs were created for women in social reintegration with @reinserta and people who lost their jobs due to the contingency. Adopted trees will improve life… https://t.co/Pano9Dedud\n
"	1	😀
 GabyEvia	" Sin la @CONANP_mx podemos decirle adiós a la conservación de la biodiversidad en México 💔  ¿Hasta cuándo vamos a seguir permitiendo que se ponga en riesgo nuestro presente y nuestro futuro, sin que se haga absolutamente nada? @SEMARNAT_mx  #salvemosconanp #conservarparavivir https://t.co/yXBKpbnJX4
"	"Without the @CONANP_mx we can say goodbye to the conservation of biodiversity in Mexico Hasta How long are we going to continue allowing our present and our future to be put at risk, with absolutely nothing being done? @SEMARNAT_mx #salvemosconanp #conservarparavivir https://t.co/yXBKpbnJX4\n
"	-1	😠
 GabyEvia	" @diegoluna_ Dude, le diste MILES de votos y hasta ahora te enteras de sus propuestas de campaña? ES NETA? Eres tan responsable como ellos del ecocidio que le van a hacer a este país! 😡
"	"@diegoluna_ Dude, you gave him THOUSANDS of votes and until now you find out about his campaign proposals? IT IS NET? You are as responsible as they are for the ecocide that they are going to do to this country! 😡\n
"	1	😀
 GabyEvia	" #lessplasticisfantastic organiza talleres y eventos para fomentar la educación ambiental de las comunidades (rurales y urbanas) en Chiang Mai, Thailandia. Además, está creando espacios… https://t.co/EU3fFAapzh
"	"#lessplasticisfantastic organizes workshops and events to promote environmental education of communities (rural and urban) in Chiang Mai, Thailand. In addition, it is creating spaces… https://t.co/EU3fFAapzh\n
"	1	😀
 GabyEvia	" Gracias @RicardoMonrealA por apoyarnos en la reforestación de camellones. Gran trabajo en equipo de ciudadanos y autoridades @MotivaMex https://t.co/j6P45Uil9c
"	"Thank you @RicardoMonrealA for supporting us in the reforestation of ridges. Great teamwork of citizens and authorities @MotivaMex https://t.co/j6P45Uil9c\n
"	1	😀
 GabyEvia	" Una viejita de aprox 80 años en el elevador dice: ""Hace calor? O es que ya me llego la menopausia?"" #areyouforreal #casimerio
"	"An old woman of about 80 years in the elevator says: ""Is it hot? Or is it that I have already reached menopause?"" #areyouforreal #casimerio\n
"	1	😀
 GabyEvia	" Clase 3pm a 6pm +calor infernal + hambre + sueñoooo = no es de dios!!!!
"	"Class 3pm to 6pm + infernal heat + hunger + sleepooo = it's not from God !!!!\n
"	-1	😠
 CiudadanoChingn	" Quienes nos dedicamos al arte, vemos con preocupación cómo los que nos prometieron ser diferentes y ver por el medio ambiente, no voltean a ver el grave problema de contaminación en nuestros ríos. https://t.co/XmIWSmrIE0
"	"Those of us who are dedicated to art, we see with concern how those who promised us to be different and to see for the environment, do not turn to see the serious problem of pollution in our rivers. https://t.co/XmIWSmrIE0\n
"	1	😀
 CiudadanoChingn	" 🆘 La justicia una vez más frena las obras de destrucción del Tren Maya. Urge detener el ecocidio cometido por la 4T.  Las obras en Yucatán fueron detenidas, no hay que dejar de ver qué sucede en la selva maya. 👇 (Nota en @LaCronicaDeHoy) https://t.co/nzDyAPipFq
"	"🆘 Justice once again stops the destruction of the Mayan Train. It is urgent to stop the ecocide committed by the 4T. The works in Yucatan were stopped, we must not stop seeing what happens in the Mayan jungle. 👇 (Note in @LaCronicaDeHoy) https://t.co/nzDyAPipFq\n
"	-1	😠
 EdgarAlvar	" En el cine las palomitas, el calor paro los raspados, chocolate de la abuelita, para el frío del corazón, picosita la vida, dulcesito elamor
"	"In the cinema the popcorn, the heat stopped the scraping, granny's chocolate, for the cold of the heart, spicy life, sweet love\n
"	1	😀
 EdgarAlvar	" ""@AlexiaImaz: Quiero un cafe venti y asi"" siiii un venti que eche mucho aire para el calor jajaja buen día campanita!
"	"""@AlexiaImaz: I want a coffee venti and so on"" yeah a venti that blows a lot of air for the heat hahaha good morning bell!\n
"	1	😀
 EdgarAlvar	" @guillermo_sa_m #naconaconaco el calor no es de nacos! De nacos es no tener aire y tener calor! #naconaconaquiiiisimo
"	"@guillermo_sa_m #naconaconaco the heat is not from nacos! De nacos is not having air and having heat! #naconaconaquiiiisimo\n
"	0	😐
 QuikeSagal	" 🔴AYÚDANOS A HACER ESTO VIRAL, TABASCO NECESITA APOYO. 🔴  Presidente @lopezobrador_  solicitamos su entera ayuda con nuestros hermanos de Tabasco.   #CCP #adrianarayacontigo #TabascoNosNecesita #TodoMexicoApoyaATabasco #viral #ayuda #inundación #Tabasco #EstamosContigo https://t.co/baBaPHhkQm
"	"🔴 HELP US MAKE THIS VIRAL, TABASCO NEEDS SUPPORT. 🔴 President @lopezobrador_ we request your full help with our brothers from Tabasco. #CCP #adrianarayacontigo #TabascoNosNecesita #TodoMexicoApoyaATabasco #viral #help #flood #Tabasco #EstamosContigo https://t.co/baBaPHhkQm\n
"	1	😀
 MEMorenoOficial	" Hoy seguimos con los testimonios de los habitantes de #Nogales para saber cuáles son las necesidades prioritarias que tiene la ciudad.  Javier Solís, ecologista, nos platica todo lo relacionado con la educación ambiental.  Conoce más en https://t.co/ojShW7u2BE https://t.co/LLH2s84Pi4
"	"Today we continue with the testimonies of the inhabitants of #Nogales to find out what are the priority needs of the city. Javier Solís, an ecologist, tells us about everything related to environmental education. He knows more at https://t.co/ojShW7u2BE https://t.co/LLH2s84Pi4\n
"	0	😐
 MEMorenoOficial	" El día de ayer, acompañada de @JuveraJessica y @chavez_gamas,  firmamos un acuerdo con el Frente Ciudadano por la Justicia Ambiental para favorecer la lucha por una mejora en el medio ambiente que beneficie a todo #Nogales.  #ATodoDar #HastaDondeTope #MovimientoCiudadano #MEM https://t.co/ClDjkShkdA
"	"Yesterday, accompanied by @JuveraJessica and @chavez_gamas, we signed an agreement with the Citizen Front for Environmental Justice to promote the fight for an improvement in the environment that benefits all #Nogales. #ATodoDar #HastaWondeTope #MovimientoCiudadano #MEM https://t.co/ClDjkShkdA\n
"	1	😀
 MEMorenoOficial	" Janeth Gaxiola, activista social sonorense, nos da su visión sobre la importancia de crecer como sociedad en nuestro país. Para ella, el papel de los adultos mayores, es vital en el desarrollo de nuestro país.  Conoce más en 👉https://t.co/ojShW7u2BE👈  #ATodoDar #HastaDondeTope https://t.co/nLwLOrog1f
"	"Janeth Gaxiola, a social activist from Sonora, gives us her vision of the importance of growing as a society in our country. For her, the role of the elderly is vital in the development of our country. She knows more at 👉https: //t.co/ojShW7u2BE👈 #ATodoDar #HastaDondeTope https://t.co/nLwLOrog1f\n
"	1	😀
 RayAtanacioLuna	" El 15 de marzo se celebra el Día Mundial de los Derechos del Consumidor, una ocasión ideal para insistir en la necesidad de la protección de esos derechos.  En este año, los esfuerzos se centran en sensibilizar sobre la necesidad de un consumo más racional y sostenible. https://t.co/VzvfSMa7Um
"	"On March 15, World Consumer Rights Day is celebrated, an ideal occasion to insist on the need for the protection of those rights. This year, efforts are focused on raising awareness of the need for more rational and sustainable consumption. https://t.co/VzvfSMa7Um\n
"	1	😀
 RayAtanacioLuna	" El voluntariado es clave para la transformación social, ambiental y económica.   Es capaz de cambiar las mentalidades, actitudes y comportamientos de las personas. https://t.co/cnTmqNqyD1
"	"Volunteering is key to social, environmental and economic transformation. He is capable of changing people's mindsets, attitudes and behaviors. https://t.co/cnTmqNqyD1\n
"	1	😀
